"","id","name_prokka","name_eggnog","product_prokka","function_eggnog","kegg_ko"
"185","ACIGNDMM_00185","tolC_1","czcC","Outer membrane protein TolC","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",""
"186","ACIGNDMM_00186","cusB_1","","Cation efflux system protein CusB","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology","ko:K07798"
"187","ACIGNDMM_00187","czcA_1","czcA_1","Cobalt-zinc-cadmium resistance protein CzcA","AcrB/AcrD/AcrF family","ko:K07787,ko:K15726"
"188","ACIGNDMM_00188","ygiD","ygiD","4%2C5-DOPA dioxygenase extradiol","Extradiol ring-cleavage dioxygenase","ko:K04100,ko:K15777"
"189","ACIGNDMM_00189","dksA","dksA","RNA polymerase-binding transcription factor DksA","Prokaryotic dksA/traR C4-type zinc finger","ko:K06204"
"190","ACIGNDMM_00190","yciK","","putative oxidoreductase YciK","Enoyl-(Acyl carrier protein) reductase",""
"191","ACIGNDMM_00191",NA,NA,"hypothetical protein",NA,NA
"192","ACIGNDMM_00192","dapF","dapF","Diaminopimelate epimerase","Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan","ko:K01778"
"193","ACIGNDMM_00193",NA,NA,"hypothetical protein",NA,NA
"194","ACIGNDMM_00194",NA,"","hypothetical protein","diguanylate cyclase activity",""
"195","ACIGNDMM_00195","ykuV_1","wapA","Thiol-disulfide oxidoreductase YkuV","PFAM NHL repeat","ko:K13730"
"196","ACIGNDMM_00196",NA,"","hypothetical protein","methyltransferase",""
"197","ACIGNDMM_00197","trmI","trmI","tRNA (adenine(58)-N(1))-methyltransferase TrmI","Catalyzes the S-adenosyl-L-methionine-dependent formation of N(1)-methyladenine at position 58 (m1A58) in tRNA","ko:K07442"
"198","ACIGNDMM_00198",NA,NA,"hypothetical protein",NA,NA
"199","ACIGNDMM_00199","moeZ_1","","putative adenylyltransferase/sulfurtransferase MoeZ","Rhodanese Homology Domain",""
"200","ACIGNDMM_00200",NA,"","hypothetical protein","",""
"201","ACIGNDMM_00201","modA_1","","Molybdate-binding protein","Bacterial extracellular solute-binding protein",""
"202","ACIGNDMM_00202",NA,NA,"hypothetical protein",NA,NA
"203","ACIGNDMM_00203","mcpH","","Methyl-accepting chemotaxis protein McpH","Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).","ko:K03406"
"204","ACIGNDMM_00204",NA,"","hypothetical protein","peptidyl-prolyl cis-trans isomerase activity","ko:K03770,ko:K03771"
"205","ACIGNDMM_00205",NA,NA,"hypothetical protein",NA,NA
"206","ACIGNDMM_00206",NA,NA,"hypothetical protein",NA,NA
"207","ACIGNDMM_00207","gcvT_1","gcvT","Aminomethyltransferase","Aminomethyltransferase folate-binding domain","ko:K00605"
"208","ACIGNDMM_00208","gcvT_2","gcvT","Aminomethyltransferase","Aminomethyltransferase folate-binding domain","ko:K00605"
"209","ACIGNDMM_00209","gcvH","gcvH","Glycine cleavage system H protein","The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein","ko:K02437"
"210","ACIGNDMM_00210","gcvPA","gcvPA","putative glycine dehydrogenase (decarboxylating) subunit 1","oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor","ko:K00281,ko:K00282"
"211","ACIGNDMM_00211","gcvPB","gcvPB","putative glycine dehydrogenase (decarboxylating) subunit 2","Glycine cleavage system P-protein","ko:K00283"
"212","ACIGNDMM_00212","lipM","lipM","Octanoyltransferase LipM","Lipoate-protein ligase","ko:K03800"
"213","ACIGNDMM_00213",NA,NA,"hypothetical protein",NA,NA
"214","ACIGNDMM_00214",NA,"","hypothetical protein","HDOD domain",""
"215","ACIGNDMM_00215",NA,"","hypothetical protein","HDOD domain",""
"216","ACIGNDMM_00216","queG","queG","Epoxyqueuosine reductase","Domain of unknown function (DUF1730)","ko:K18979"
"217","ACIGNDMM_00217","zraR_2","fleQ","Transcriptional regulatory protein ZraR","phosphorelay signal transduction system","ko:K10941"
"218","ACIGNDMM_00218",NA,NA,"hypothetical protein",NA,NA
"219","ACIGNDMM_00219","zraS_1","flrB","Sensor protein ZraS","phosphorelay sensor kinase activity","ko:K10942"
"220","ACIGNDMM_00220","zraR_3","atoC","Transcriptional regulatory protein ZraR","Bacterial regulatory protein, Fis family","ko:K07713,ko:K07714,ko:K10943"
"221","ACIGNDMM_00221","flgB","flgB","Flagellar basal body rod protein FlgB","Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body","ko:K02387"
"222","ACIGNDMM_00222","flgC","flgC","Flagellar basal-body rod protein FlgC","Belongs to the flagella basal body rod proteins family","ko:K02388"
"223","ACIGNDMM_00223","fliE","fliE","Flagellar hook-basal body complex protein FliE","Flagellar hook-basal body complex protein FliE","ko:K02408"
"224","ACIGNDMM_00224","fliF","fliF","Flagellar M-ring protein","The M ring may be actively involved in energy transduction","ko:K02409"
"225","ACIGNDMM_00225","fliG","fliG","Flagellar motor switch protein FliG","FliG middle domain","ko:K02410"
"226","ACIGNDMM_00226",NA,"fliH","hypothetical protein","bacterial-type flagellum organization","ko:K02411,ko:K03223"
"227","ACIGNDMM_00227","yscN","fliI","putative ATP synthase YscN","ATP synthase alpha/beta family, beta-barrel domain","ko:K02412"
"228","ACIGNDMM_00228",NA,NA,"hypothetical protein",NA,NA
"229","ACIGNDMM_00229",NA,"ylxF","hypothetical protein","PFAM MgtE intracellular","ko:K02383"
"230","ACIGNDMM_00230",NA,"fliK","hypothetical protein","bacterial-type flagellum assembly","ko:K02414"
"231","ACIGNDMM_00231","flgD","flgD","Basal-body rod modification protein FlgD","flagellar hook","ko:K02389"
"232","ACIGNDMM_00232","flgE","flgE","Flagellar hook protein FlgE","Flagellar basal body protein FlaE","ko:K02390"
"233","ACIGNDMM_00233","fliL","fliL","Flagellar FliL protein","Controls the rotational direction of flagella during chemotaxis","ko:K02415"
"234","ACIGNDMM_00234","fliN","fliN","Flagellar motor switch protein FliN","Type III flagellar switch regulator (C-ring) FliN C-term","ko:K02417"
"235","ACIGNDMM_00235",NA,"fliZ","hypothetical protein","flagellar","ko:K02418"
"236","ACIGNDMM_00236","fliP","fliP","Flagellar biosynthetic protein FliP","Plays a role in the flagellum-specific transport system","ko:K02419,ko:K03226"
"237","ACIGNDMM_00237",NA,"fliQ","hypothetical protein","Role in flagellar biosynthesis","ko:K02420,ko:K03227"
"238","ACIGNDMM_00238",NA,"fliR","hypothetical protein","Bacterial export proteins, family 1","ko:K02421,ko:K13820"
"239","ACIGNDMM_00239","flhB_1","flhB","Flagellar biosynthetic protein FlhB","Required for formation of the rod structure in the basal body of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin","ko:K02401,ko:K04061,ko:K13820"
"240","ACIGNDMM_00240","flhA","flhA","Flagellar biosynthesis protein FlhA","Required for formation of the rod structure of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin","ko:K02400"
"241","ACIGNDMM_00241","flhF","flhF","Flagellar biosynthesis protein FlhF","SRP54-type protein, GTPase domain","ko:K02404"
"242","ACIGNDMM_00242","ylxH","fleN","Flagellum site-determining protein YlxH","Cellulose biosynthesis protein BcsQ","ko:K02282,ko:K04562"
"243","ACIGNDMM_00243","fliA","fliA","RNA polymerase sigma factor FliA","Sigma-70, region 4","ko:K02405,ko:K03093"
"244","ACIGNDMM_00244","wspC","cheR40H-1","putative biofilm formation methyltransferase WspC","Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP","ko:K00575"
"245","ACIGNDMM_00245","cheY","","Chemotaxis protein CheY","cheY-homologous receiver domain",""
"246","ACIGNDMM_00246","cheA","cheA","Chemotaxis protein CheA","Evidence 2a Function of homologous gene experimentally demonstrated in an other organism","ko:K03407"
"247","ACIGNDMM_00247","cheB","cheB","Chemotaxis response regulator protein-glutamate methylesterase","catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR","ko:K03412"
"248","ACIGNDMM_00248","mcpP","","Methyl-accepting chemotaxis protein McpP","Methyl-accepting chemotaxis protein","ko:K03406"
"249","ACIGNDMM_00249","cheW","cheW40H-1","Chemotaxis protein CheW","Evidence 2a Function of homologous gene experimentally demonstrated in an other organism","ko:K03408,ko:K03415"
"250","ACIGNDMM_00250","pomA_1","motC","Chemotaxis protein PomA","MotA/TolQ/ExbB proton channel family","ko:K02556"
"251","ACIGNDMM_00251","pomA_2","motC","Chemotaxis protein PomA","MotA/TolQ/ExbB proton channel family","ko:K02556"
"252","ACIGNDMM_00252","motB","motB","Motility protein B","Membrane MotB of proton-channel complex MotA/MotB","ko:K02557"
"253","ACIGNDMM_00253",NA,NA,"hypothetical protein",NA,NA
"254","ACIGNDMM_00254",NA,NA,"hypothetical protein",NA,NA
"255","ACIGNDMM_00255",NA,NA,"hypothetical protein",NA,NA
"256","ACIGNDMM_00256","flhB_2","flhB","Flagellar biosynthetic protein FlhB","bacterial-type flagellum assembly","ko:K02401,ko:K02556,ko:K03229,ko:K04061,ko:K13820"
"257","ACIGNDMM_00257",NA,"","putative oxidoreductase","Belongs to the short-chain dehydrogenases reductases (SDR) family","ko:K00059"
"258","ACIGNDMM_00258",NA,NA,"hypothetical protein",NA,NA
"259","ACIGNDMM_00259",NA,NA,"hypothetical protein",NA,NA
"260","ACIGNDMM_00260",NA,NA,"hypothetical protein",NA,NA
"261","ACIGNDMM_00261",NA,NA,"hypothetical protein",NA,NA
"262","ACIGNDMM_00262",NA,NA,"hypothetical protein",NA,NA
"263","ACIGNDMM_00263","dapL","dapL","LL-diaminopimelate aminotransferase","Aminotransferase class I and II","ko:K10206,ko:K14261"
"264","ACIGNDMM_00264",NA,NA,"hypothetical protein",NA,NA
"265","ACIGNDMM_00265",NA,NA,"hypothetical protein",NA,NA
"266","ACIGNDMM_00266",NA,NA,"hypothetical protein",NA,NA
"267","ACIGNDMM_00267","mutY","mutY","Adenine DNA glycosylase","FES","ko:K03575"
"268","ACIGNDMM_00268","hcf136","","Ycf48-like protein","cellulose binding",""
"269","ACIGNDMM_00269",NA,"","hypothetical protein","Domain of unknown function (DUF3332)",""
"270","ACIGNDMM_00270",NA,NA,"hypothetical protein",NA,NA
"271","ACIGNDMM_00271",NA,NA,"hypothetical protein",NA,NA
"272","ACIGNDMM_00272",NA,"opuAB","hypothetical protein","Binding-protein-dependent transport system inner membrane component","ko:K02050"
"273","ACIGNDMM_00273",NA,"opuAB","hypothetical protein","Binding-protein-dependent transport system inner membrane component","ko:K02050"
"274","ACIGNDMM_00274","ssuB","","Aliphatic sulfonates import ATP-binding protein SsuB","ABC transporter","ko:K02049"
"275","ACIGNDMM_00275",NA,"abcT3","hypothetical protein","C-terminal AAA-associated domain","ko:K02049"
"276","ACIGNDMM_00276",NA,NA,"hypothetical protein",NA,NA
"277","ACIGNDMM_00277","dprA","dprA","DNA processing protein DprA","DNA recombination-mediator protein A","ko:K04096"
"278","ACIGNDMM_00278","topA_1","topA","DNA topoisomerase 1","Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone","ko:K03168"
"279","ACIGNDMM_00279","topA_2","topA","DNA topoisomerase 1","Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone","ko:K03168"
"280","ACIGNDMM_00280","trmFO","trmFO","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO","Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs","ko:K04094"
"281","ACIGNDMM_00281","xerD_1","xerC","Tyrosine recombinase XerD","Phage integrase, N-terminal SAM-like domain","ko:K03733,ko:K04763"
"282","ACIGNDMM_00282","hslV","hslV","ATP-dependent protease subunit HslV","Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery","ko:K01419"
"283","ACIGNDMM_00283","hslU","hslU","ATP-dependent protease ATPase subunit HslU","this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis","ko:K03667"
"284","ACIGNDMM_00284","argB","argB","Acetylglutamate kinase","Belongs to the acetylglutamate kinase family. ArgB subfamily","ko:K00930,ko:K14682"
"285","ACIGNDMM_00285",NA,NA,"hypothetical protein",NA,NA
"286","ACIGNDMM_00286","dut","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase","This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA","ko:K01520,ko:K13038"
"287","ACIGNDMM_00287","rsmI","rsmI","Ribosomal RNA small subunit methyltransferase I","Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA","ko:K07056"
"288","ACIGNDMM_00288","panC","panC","Pantothenate synthetase","Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate","ko:K01918"
"289","ACIGNDMM_00289","ramA","","(R)-stereoselective amidase","Carbon-nitrogen hydrolase",""
"290","ACIGNDMM_00290","frmR","frmR","Transcriptional repressor FrmR","negative regulation of transcription, DNA-templated","ko:K21600"
"291","ACIGNDMM_00291","bepA_2","pilF","Beta-barrel assembly-enhancing protease","photosynthesis","ko:K02656"
"292","ACIGNDMM_00292",NA,"","hypothetical protein","",""
"293","ACIGNDMM_00293",NA,"","hypothetical protein","",""
"294","ACIGNDMM_00294",NA,"","hypothetical protein","ATP-independent chaperone mediated protein folding",""
"295","ACIGNDMM_00295",NA,NA,"hypothetical protein",NA,NA
"296","ACIGNDMM_00296",NA,NA,"hypothetical protein",NA,NA
"297","ACIGNDMM_00297",NA,NA,"hypothetical protein",NA,NA
"298","ACIGNDMM_00298",NA,NA,"tRNA-Leu(caa)",NA,NA
"299","ACIGNDMM_00299",NA,"","hypothetical protein","",""
"300","ACIGNDMM_00300",NA,NA,"hypothetical protein",NA,NA
"301","ACIGNDMM_00301",NA,NA,"hypothetical protein",NA,NA
"302","ACIGNDMM_00302",NA,"","putative MFS-type transporter","MFS_1 like family",""
"303","ACIGNDMM_00303","dmpP","","Phenol hydroxylase P5 protein","Oxidoreductase FAD-binding domain","ko:K02823,ko:K05368"
"304","ACIGNDMM_00304",NA,NA,"hypothetical protein",NA,NA
"305","ACIGNDMM_00305",NA,NA,"hypothetical protein",NA,NA
"306","ACIGNDMM_00306",NA,"","hypothetical protein","radical SAM domain protein",""
"307","ACIGNDMM_00307","thiI","","tRNA sulfurtransferase","Thiamine biosynthesis protein (ThiI)",""
"308","ACIGNDMM_00308","hmoB","isdG","Heme-degrading monooxygenase HmoB","heme oxygenase (decyclizing) activity","ko:K07145,ko:K21481"
"309","ACIGNDMM_00309",NA,NA,"hypothetical protein",NA,NA
"310","ACIGNDMM_00310",NA,"","hypothetical protein","Antitoxin component of a toxin-antitoxin (TA) module",""
"311","ACIGNDMM_00311",NA,"vapC","hypothetical protein","Toxic component of a toxin-antitoxin (TA) module. An RNase",""
"312","ACIGNDMM_00312",NA,NA,"hypothetical protein",NA,NA
"313","ACIGNDMM_00313",NA,"sppA","hypothetical protein","Serine dehydrogenase proteinase","ko:K04773"
"314","ACIGNDMM_00314",NA,NA,"hypothetical protein",NA,NA
"315","ACIGNDMM_00315","ruvB","ruvB","Holliday junction ATP-dependent DNA helicase RuvB","The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing","ko:K03551"
